model_name,GPQA Diamond,AIME 2025,MMLU,MMLU-Pro,SWE-bench Verified,MATH-500,LiveCodeBench,FrontierMath,HLE (Humanity's Last Exam),ARC-AGI-2,BrowseComp,SimpleQA,IFEval,HumanEval,Codeforces Rating,OSWorld,MMMU,MMMU-Pro,Arena-Hard Auto,Chatbot Arena Elo,SWE-bench Pro,AIME 2024,HMMT Feb 2025,Tau-Bench Retail,CritPt,GSM8K,Terminal-Bench 2.0,Terminal-Bench 1.0,ARC-AGI-1,BRUMO 2025,SMT 2025,HMMT Nov 2025,CMIMC 2025,MathArena Apex 2025,LiveBench
Mistral Large 3,43.9,85.0,85.5,73.11,68.0,93.6,66.0,22.295454545454547,25.5028947368421,16.996875000000003,68.24375,30.0,86.0,92.0,1550.0,52.42631578947368,78.92448275862068,77.26923076923077,63.388888888888886,1418.0,41.94842105263158,53.3,66.57000000000001,84.65833333333335,5.266666666666667,88.70357142857141,40.48571428571429,28.311111111111114,44.754838709677415,91.97263157894737,85.1136842105263,89.44416666666667,81.87705882352941,7.753125000000001,61.00833333333335
Phi-4,56.1,77.52542372881355,84.8,68.0,61.84464285714285,80.4,38.5,22.295454545454547,25.5028947368421,16.996875000000003,68.24375,15.0,79.3,82.6,1995.204081632653,52.42631578947368,78.92448275862068,77.26923076923077,75.4,1428.7916666666667,41.94842105263158,18.0,66.57000000000001,84.65833333333335,5.266666666666667,88.70357142857141,40.48571428571429,28.311111111111114,44.754838709677415,91.97263157894737,85.1136842105263,89.44416666666667,81.87705882352941,7.753125000000001,61.00833333333335
Phi-4-reasoning-plus,69.3,77.7,84.92463235294119,72.0,32.0,96.4,68.8,22.295454545454547,25.5028947368421,16.996875000000003,68.24375,38.17551020408163,82.0,88.0,1500.0,52.42631578947368,78.92448275862068,77.26923076923077,79.0,1428.7916666666667,41.94842105263158,70.0,53.6,84.65833333333335,5.266666666666667,88.70357142857141,40.48571428571429,28.311111111111114,44.754838709677415,91.97263157894737,85.1136842105263,89.44416666666667,81.87705882352941,7.753125000000001,61.00833333333335
Nemotron Ultra 253B,76.01,72.5,87.0,76.0,48.0,97.0,66.31,22.295454545454547,15.0,16.996875000000003,68.24375,35.0,89.45,92.0,1750.0,52.42631578947368,78.92448275862068,77.26923076923077,92.7,1428.7916666666667,41.94842105263158,69.7050847457627,66.57000000000001,84.65833333333335,5.266666666666667,88.70357142857141,40.48571428571429,28.311111111111114,44.754838709677415,91.97263157894737,85.1136842105263,89.44416666666667,81.87705882352941,7.753125000000001,61.00833333333335
Command A,45.0,77.52542372881355,85.5,63.5,38.0,80.0,28.0,22.295454545454547,25.5028947368421,16.996875000000003,68.24375,32.0,84.3,82.9,1995.204081632653,52.42631578947368,78.92448275862068,77.26923076923077,72.0,1428.7916666666667,41.94842105263158,30.0,66.57000000000001,84.65833333333335,5.266666666666667,88.70357142857141,40.48571428571429,28.311111111111114,44.754838709677415,91.97263157894737,85.1136842105263,89.44416666666667,81.87705882352941,7.753125000000001,61.00833333333335
EXAONE 4.0 32B,75.4,85.3,84.0,81.8,45.0,96.4,72.6,22.295454545454547,25.5028947368421,16.996875000000003,68.24375,30.0,88.0,90.2,1650.0,52.42631578947368,78.92448275862068,77.26923076923077,80.0,1428.7916666666667,41.94842105263158,72.1,72.9,84.65833333333335,5.266666666666667,88.70357142857141,40.48571428571429,28.311111111111114,44.754838709677415,91.97263157894737,85.1136842105263,89.44416666666667,81.87705882352941,7.753125000000001,61.00833333333335
MiniMax-M2,78.0,78.3,87.0,82.0,69.4,97.0,83.0,22.295454545454547,12.5,16.996875000000003,44.0,40.0,88.0,90.0,1700.0,52.42631578947368,75.0,77.26923076923077,63.388888888888886,1408.0,32.0,65.0,66.57000000000001,84.65833333333335,5.266666666666667,88.70357142857141,30.0,42.0,44.754838709677415,91.97263157894737,85.1136842105263,89.44416666666667,81.87705882352941,7.753125000000001,61.00833333333335
OLMo 2 13B,25.0,77.52542372881355,67.5,35.1,61.84464285714285,38.0,18.0,22.295454545454547,25.5028947368421,16.996875000000003,68.24375,38.17551020408163,68.0,55.0,1995.204081632653,52.42631578947368,78.92448275862068,77.26923076923077,63.388888888888886,1428.7916666666667,41.94842105263158,5.0,66.57000000000001,84.65833333333335,5.266666666666667,88.70357142857141,40.48571428571429,28.311111111111114,44.754838709677415,91.97263157894737,85.1136842105263,89.44416666666667,81.87705882352941,7.753125000000001,61.00833333333335
LFM2.5-1.2B-Thinking,37.86,31.73,52.0,49.65,61.84464285714285,87.96,22.0,22.295454545454547,25.5028947368421,16.996875000000003,68.24375,38.17551020408163,88.42,55.0,1995.204081632653,52.42631578947368,78.92448275862068,77.26923076923077,63.388888888888886,1428.7916666666667,41.94842105263158,69.7050847457627,66.57000000000001,84.65833333333335,5.266666666666667,88.70357142857141,40.48571428571429,28.311111111111114,44.754838709677415,91.97263157894737,85.1136842105263,89.44416666666667,81.87705882352941,7.753125000000001,61.00833333333335
Phi-4-mini,30.4,77.52542372881355,67.3,52.8,61.84464285714285,75.0,28.0,22.295454545454547,25.5028947368421,16.996875000000003,68.24375,38.17551020408163,72.0,74.4,1995.204081632653,52.42631578947368,78.92448275862068,77.26923076923077,63.388888888888886,1428.7916666666667,41.94842105263158,69.7050847457627,66.57000000000001,84.65833333333335,5.266666666666667,88.6,40.48571428571429,28.311111111111114,44.754838709677415,91.97263157894737,85.1136842105263,89.44416666666667,81.87705882352941,7.753125000000001,61.00833333333335
Falcon3-10B-Instruct,30.0,77.52542372881355,73.1,42.5,61.84464285714285,62.0,22.0,22.295454545454547,25.5028947368421,16.996875000000003,68.24375,38.17551020408163,78.17,72.0,1995.204081632653,52.42631578947368,78.92448275862068,77.26923076923077,63.388888888888886,1428.7916666666667,41.94842105263158,8.0,66.57000000000001,84.65833333333335,5.266666666666667,88.70357142857141,40.48571428571429,28.311111111111114,44.754838709677415,91.97263157894737,85.1136842105263,89.44416666666667,81.87705882352941,7.753125000000001,61.00833333333335
InternLM3-8B-Instruct,37.4,77.52542372881355,76.6,52.0,61.84464285714285,83.0,32.0,22.295454545454547,25.5028947368421,16.996875000000003,68.24375,38.17551020408163,79.3,82.3,1995.204081632653,52.42631578947368,78.92448275862068,77.26923076923077,63.388888888888886,1428.7916666666667,41.94842105263158,12.0,66.57000000000001,84.65833333333335,5.266666666666667,88.70357142857141,40.48571428571429,28.311111111111114,44.754838709677415,91.97263157894737,85.1136842105263,89.44416666666667,81.87705882352941,7.753125000000001,61.00833333333335
Seed-Thinking-v1.5,77.3,74.0,87.0,87.0,52.0,95.0,64.9,22.295454545454547,22.0,16.996875000000003,68.24375,35.0,87.4,90.0,1995.204081632653,52.42631578947368,78.92448275862068,77.26923076923077,63.388888888888886,1428.7916666666667,41.94842105263158,86.7,66.57000000000001,84.65833333333335,5.266666666666667,88.70357142857141,40.48571428571429,28.311111111111114,44.754838709677415,91.97263157894737,85.1136842105263,89.44416666666667,81.87705882352941,7.753125000000001,61.00833333333335
