,model_name,AA Intelligence Index,AIME 2024,AIME 2025,ARC-AGI-1,ARC-AGI-2,Arena-Hard Auto,BrowseComp,BRUMO 2025,Chatbot Arena Elo,CMIMC 2025,Codeforces Rating,CritPt,FrontierMath,GPQA Diamond,GSM8K,HLE (Humanity's Last Exam),HMMT Feb 2025,HMMT Nov 2025,HumanEval,IFEval,LiveBench,LiveCodeBench,MATH-500,MathArena Apex 2025,MMLU,MMLU-Pro,MMMU,MMMU-Pro,MRCR v2,OSWorld,SimpleQA,SMT 2025,SWE-bench Pro,SWE-bench Verified,Tau-Bench Retail,Tau-Bench Telecom,Terminal-Bench 2.0,Terminal-Bench 1.0,USAMO 2025,Video-MMU
gpt-4.5,GPT-4.5,26.565782726781467,33.36842105263158,54.58871994293684,10.957446808510639,1.0376134889753568,50.647948164146875,117.55605232054033,76.46403876204005,35.97713408620479,107.02609620707784,30.69520762745683,43.642950796171505,100.53831393095047,66.95526695526696,102.95204406591294,50.40717208514655,53.84872605011614,93.32924235295775,77.75700934579439,84.57350272232304,107.22028511356513,44.238137243922296,86.07664755914645,70.28998482896552,89.5238095238095,75.94238430891818,47.97266587405646,132.54785580632847,129.40440639295727,56.959108473066664,83.7011884550085,77.64556597471619,91.23549530143045,18.903591682419655,89.55925774421466,86.00594899795067,83.60930020637849,4.538251433534346,-14.513722820100556,75.99801653639456
gpt-5,GPT-5,77.27272727272727,94.3157894736842,93.63957597173145,69.8936170212766,12.840466926070041,64.94715580827531,26.014319809069203,75.62189054726369,74.39024390243902,89.99085923217551,78.24324324324324,32.20338983050848,57.22379603399433,91.48629148629149,86.8671741380596,67.74193548387098,86.7065868263473,77.16049382716051,91.58878504672897,90.92558983666062,82.08469055374593,91.97452229299363,100.0,3.1044776119402986,92.85714285714286,95.40300337113085,84.8431285903668,69.23403441060945,49.41245341424273,26.845637583892618,70.96774193548387,96.14130434782608,55.953079178885645,88.65784499054821,63.513732846589555,95.42743538767397,49.08256880733945,78.58719646799116,58.844875597680605,99.82509505325501
gpt-5.1,GPT-5.1,85.55210202989008,98.39450933769626,92.93286219081273,77.4468085106383,22.827496757457848,63.953289386115806,38.18615751789976,80.47995317529997,76.82926829268293,94.28702010968921,68.73279417445127,33.28262122667127,73.65439093484419,91.05339105339105,90.57295928565925,60.86021505376345,78.53004662577186,85.73388203017834,89.6160333743072,98.02269749001992,59.70852525124064,88.78980891719746,99.34853420195438,3.1044776119402986,90.47619047619048,96.16916947594238,84.8431285903668,95.970695970696,52.838587166291134,42.951188476535776,70.96774193548387,93.58695652173913,65.3958944281525,91.30434782608694,69.2962091893501,95.53513397755327,68.0428134556575,93.44333227193928,58.19879870577893,108.84393988217616
gpt-5.2,GPT-5.2,86.36363636363636,100.0,100.0,96.27659574468085,68.61219195849546,44.884724132564244,80.90692124105013,95.11267193444542,62.19512195121951,92.84734917733091,90.09009009009009,65.5367231638418,100.0,98.41269841269842,95.83511852051589,67.74193548387098,100.0,100.0,93.45794392523365,100.0,88.66006793725855,86.24203821656052,100.0,40.41791044776119,85.71428571428571,94.94330370824396,95.7578435704817,100.0,72.01946472019465,22.818791946308732,76.06112054329373,96.14130434782608,96.48093841642232,98.29867674858222,83.8174273858921,98.80715705765408,77.82874617737002,90.57107390524052,46.50054616866899,100.0
gpt-5.3-codex,GPT-5.3-Codex,57.06217492860086,81.43913152551946,92.93286219081273,55.36428934946059,48.23268947745707,53.7639805927588,112.531551812859,110.41807375310897,79.17999725436759,97.04215162611428,64.18616904943588,64.71630072020614,100.45320973758923,80.8080808080808,100.0,89.8063812394233,112.80518038027886,82.11177820780091,89.7196261682243,94.55535390199637,111.64909748900965,92.61146496815287,94.46254071661237,69.02329754160233,100.0,87.35395636778306,83.9593460008838,85.64027509977487,107.92791791146531,82.10290827740492,85.67937876424719,107.50305575484072,100.0,54.44234404536861,89.11378273990083,128.9339956821149,94.18960244648318,30.784563841759983,23.71138319666683,68.45004361985029
gpt-oss-120b,gpt-oss-120B,106.38768572569957,96.42105263157895,97.52650176678446,24.18613192782306,-20.150669227793284,130.08700621137947,-50.82065092683764,58.40649871496416,44.30061564634209,17.918009982554686,81.98198198198197,-24.87882217354475,-51.45062917794426,80.66378066378067,84.77987912833825,19.57115343305999,63.615037552163834,12.06202696373429,87.85046728971963,87.29582577132487,-13.418201069448434,79.87261146496816,97.71986970684038,-33.46577495651026,90.47619047619048,100.0,37.193141869563306,-12.893316479460903,46.76389282195509,72.52569202051464,0.7130733896952034,61.79198460841416,70.73329207714039,65.02835538752362,0.0,95.78887298092216,23.85321100917431,34.99422547185179,69.23854252814327,92.25637324003304
gpt-oss-20b,gpt-oss-20B,133.0407304130009,98.63157894736842,98.46878680800943,0.48692456303417064,-38.022484942883615,153.78113477710627,-36.996753165658426,74.12939323714775,40.68484911401274,44.020036827691705,53.37837837837838,-31.09108595306763,-47.69843489776997,67.09956709956711,82.89328640246755,32.46352543746326,77.0796194916557,25.064423695209516,74.76635514018692,81.85117967332124,-21.430035929129343,73.5031847133758,96.09120521172638,-53.53150644595786,79.28571428571428,92.79803861477168,40.91973137682136,-17.86740208738917,53.09409987967453,70.66371929783976,-10.63588930192571,84.21425191797411,85.60987576715823,45.368620037807176,5.446209931414095,118.47768576772151,0.0,29.05734903219643,93.39157636772002,114.69445413756729
grok-3-beta,Grok 3 Beta,85.53703397511748,92.94736842105263,92.10836277974087,5.851063829787234,0.0,108.7872305020284,7.127502418513469,70.7977507540944,39.02439024390244,47.48664466313758,56.924302315519746,-0.9716037516174125,-2.313477460951217,86.002886002886,93.10597017649937,31.182795698924732,69.83976922298285,36.07432547714694,79.06542056074765,80.03629764065336,27.34574283594408,85.47770700636944,99.6742671009772,0.4986365216233321,85.71428571428571,84.52344468280725,42.144406870474114,27.504641328328212,77.59737711373259,74.49305347902468,30.2207130730051,73.39832798383347,84.86609499090255,38.752362948960304,38.8786140032295,102.55929184234792,37.65997267936382,26.04856512141281,46.18534359078002,86.47076388380592
grok-4,Grok 4,100.0,93.6842105263158,88.92815076560659,70.85106382978724,20.622568093385215,87.62870851483598,9.065272735595725,85.36728124085455,77.4390243902439,75.70840950639854,85.94594594594595,16.937457811389528,22.6628895184136,90.90909090909092,79.9750625635903,43.655913978494624,88.74251497005987,74.2798353909465,80.37383177570094,89.47368421052632,27.924521370884925,85.47770700636944,97.71986970684038,6.208955223880597,100.0,95.40300337113085,44.18912947414937,0.0,36.27506682571667,44.742729306487696,59.08319185059423,79.48369565217388,69.79472140762465,86.01134215500944,41.50750622784986,107.07638341417402,30.58103975535168,73.50993377483444,100.0,95.50383886570515
grok-4.1,Grok 4.1,77.52931121587606,102.48142366795167,92.93286219081273,97.12020397847073,54.47470817120623,43.1318254053515,53.90764090909841,92.68364062042728,88.41463414634147,77.14808043875685,83.33333333333334,48.97928245835741,93.4844192634561,95.23809523809524,82.1713910328011,87.5268817204301,92.96438630898547,91.42661179698217,93.45794392523365,92.74047186932849,47.8827361563518,88.78980891719746,98.53420195439739,15.55223880597015,83.40583779775842,92.79803861477168,95.66537028858339,79.85347985347985,38.542267101549726,53.691275167785236,70.96774193548387,76.0869565217391,52.02005884225001,96.40831758034025,71.34124791741321,97.01488678458097,67.57818544796312,100.91058427537816,58.758825801507825,86.87782805429862
internlm3-8b,InternLM3-8B-Instruct,51.291592372442565,7.368421052631578,33.4725839504182,-34.9918976811768,-9.29559761429361,68.53769971445661,119.51496704937074,79.37114055323335,17.913752610220936,126.81373929582021,7.274272497734739,25.442226170776927,90.76821140285364,17.89321789321789,84.35340119975402,52.61745643876928,52.68449480168607,98.20717517275618,69.7196261682243,71.50635208711434,80.36699066749411,25.095541401273884,73.28990228013028,34.362380005849715,58.57142857142856,41.77137603432424,39.74785607042946,114.84281495597136,122.61722463048663,41.24384508478183,29.018035367646306,89.79314395709066,95.08608821970654,-8.480109515598107,63.11213057620322,94.93124078279881,57.14687110676663,-9.314028178060028,11.694322539909745,94.73000866521846
kimi-k2,Kimi K2,55.420487757748056,68.0,40.51825677267373,44.27718886195183,4.5077135225116995,53.99568034557236,3.1763559556354752,35.383134741015965,33.029107794125444,64.36218122430694,44.14414414414414,0.7266577799532811,24.873244545754847,72.2943722943723,73.00294664944586,2.1505376344086025,27.4251497005988,74.83267017804877,74.76635514018692,90.56261343012704,27.03742916413666,52.73885350318472,96.74267100977198,0.6106108224233637,89.28571428571429,95.55623659209316,49.99680138654955,90.78754430408374,40.06493442802424,22.371364653243848,30.2207130730051,39.931735171374534,14.574780058651035,71.4555765595463,52.199980853581735,36.92191362388161,37.76758409785933,78.24399708066157,27.73522558167761,99.46051093809237
kimi-k2-thinking,Kimi K2 Thinking,106.41688501673083,93.6842105263158,93.52179034157832,12.76595744680851,2.725441440365617,107.25924645692291,38.663484486873514,80.47995317529997,62.10108405757752,94.28702010968921,60.810810810810814,15.534063247663678,35.161999567404685,87.5901875901876,98.05576908304157,88.6021505376344,88.02395209580838,77.16049382716051,87.85046728971963,98.47971432208496,44.36406626035546,89.55414012738852,96.09120521172638,0.0,90.78056647748579,91.72540606803554,70.4103064295389,52.73686514538558,77.0004220299609,66.59957237282225,37.01188455008489,93.58695652173913,89.82079158182674,81.85255198487711,51.86280709980225,123.61547432713654,49.84709480122324,51.31986249785805,68.93783085600738,113.47884955939651
kimi-k2.5,Kimi K2.5,80.28832924099916,95.89473684210526,95.28857479387514,69.46808510638297,45.39559014267186,66.46779339956838,73.74701670644392,95.11267193444542,80.36804799404281,92.84734917733091,69.81981981981981,45.61179435618825,65.1558073654391,90.33189033189034,96.18513744744713,100.0,95.20958083832335,77.16049382716051,93.45794392523365,90.92558983666062,75.92581155792762,92.61146496815287,97.71986970684038,26.417910447761194,95.23809523809523,95.55623659209316,83.9593460008838,70.69597069597069,71.88725636052747,76.06263982102908,53.98981324278439,92.30978260869563,81.36824924448494,92.24952741020792,71.48425729395343,118.37022064610102,61.314984709480115,63.32267481161169,51.412208862401975,82.35294117647057
lfm2.5-1.2b-thinking,LFM2.5-1.2B-Thinking,111.82047044276541,31.269255202283418,19.587750294464076,23.620891282785507,-5.703990657970991,47.717739233345185,104.3554223040542,91.0281747857527,44.084754260130346,182.45891498908782,11.65674276022073,27.9875791892955,116.04069339280379,18.556998556998558,38.53462802676586,80.3459931130952,62.084281689263975,161.37519728706576,18.69158878504673,88.05807622504538,39.99830764872648,12.35668789808917,81.36807817589575,-35.72906047009176,0.0,38.170395341710076,97.95112288841516,117.84577947301295,20.85239587474382,-33.69215072857711,36.2190406354794,115.47903270159624,33.34264487961981,36.54050723004685,42.97062228293638,85.80328086795919,34.28268267351756,115.60177696698506,100.9716111328972,155.9482993978893
llama-4-behemoth,Llama 4 Behemoth,41.15562222074062,70.52631578947368,63.78958051441284,32.51642792703415,20.412494611625785,50.45067591835492,61.857395189551205,62.4967272936566,42.573086465636486,77.90978405868212,44.79865491878553,28.283314671882962,61.99354166974517,70.27417027417027,90.56490098793405,37.35557440900084,47.03651211351143,75.39209137408125,74.76635514018692,83.66606170598911,72.11427096592082,47.26114649681528,92.83387622149837,41.94340233608635,90.95238095238096,88.04780876494024,49.04993371630577,99.1519164629158,86.44503225332797,47.436677575812,52.29202037351443,63.00741127815528,65.29963251352704,51.03969754253308,71.98145854165804,71.22524637555553,67.35899811485719,36.66630422033045,7.407583950546574,77.99193182571092
llama-4-maverick,Llama 4 Maverick,57.19448882279367,49.473684210526315,59.31572216780254,4.680851063829787,0.0,74.51403887688986,33.86128915438793,55.30966613828984,48.170731707317074,66.49665361112261,37.14613089991552,0.0,27.556227744859974,64.64646464646464,84.19990419282271,24.87395613985941,39.96332221080068,58.547807908940776,69.1588785046729,80.03629764065336,42.130900218623836,39.617834394904456,81.5960912052117,14.556084896501437,87.14285714285714,85.44284400858106,37.118868758285494,71.58840323939052,81.74557425994247,47.7234949425255,11.544991511035658,59.37913426785522,68.1834416652541,34.97164461247637,49.6944990341354,72.70323959619923,46.13187444434986,21.633554083885212,20.591278860013233,85.11193435932826
llama-4-scout,Llama 4 Scout,35.42273892931502,40.956372057453144,44.260909459414115,0.5319148936170213,0.0,72.89416846652269,36.947805232516515,39.363886793234705,7.317073170731707,61.78430619539229,25.07858417271442,1.387468320767949,29.1129257646291,46.46464646464647,78.68561278863231,9.496652376663116,17.148386181991285,56.251176844003574,57.943925233644855,74.59165154264973,44.803427442209575,26.114649681528658,73.28990228013028,23.185461025652007,86.90476190476191,75.94238430891818,19.443216968625748,86.23671314150424,88.42333840545793,39.28502124275433,15.455503658076056,42.71547428809312,61.04540365106456,21.78445748876407,51.40819313322258,51.791954987174115,47.27691386805943,7.45323176580305,-1.966067363654468,75.50016764827352
minimax-m2,MiniMax-M2,45.45454545454545,63.1578947368421,74.44051825677266,59.00672104323177,17.925853837324865,46.4941598165092,0.0,38.815900517641666,42.68292682926829,47.53876537681363,40.54054054054054,9.992688583148832,23.125333049216515,76.47907647907648,74.05743560897035,18.9247311827957,26.39707431423379,60.01482834533372,84.11214953271028,87.29582577132487,34.13207901955241,90.06369426751593,96.09120521172638,12.803060615276818,83.33333333333334,87.74134232301563,44.18912947414937,74.55816674189307,38.114750935096104,27.83770959197044,45.50084889643464,38.86428388275403,27.27272727272728,78.26086956521739,54.58739320055008,42.10602523985524,41.13149847094801,80.13245033112582,23.100450875471694,80.06664597597366
mistral-large-3,Mistral Large 3,88.222288728289,50.84210526315789,82.3321554770318,22.03652832411188,2.1256982951045376,83.70388762149044,60.36373427235753,85.43519132036306,48.78048780487805,102.3482453932546,33.78378378378378,19.471031217049266,55.319218917406936,27.27272727272727,84.36021210855279,58.174418993840355,73.91426119208796,86.63489924853836,87.85046728971963,83.66606170598911,50.506167963496075,68.40764331210192,90.55374592833874,4.83387584909764,79.76190476190477,74.11890897946675,65.3519452723147,73.91731044014963,74.23956283276468,45.31696357883332,28.522920203735147,93.99170921217708,76.91277393037714,75.61436672967862,53.09599826525219,104.04691384702069,48.81878103435861,48.57875282167336,55.620304933652605,108.69391536880117
mistral-medium-3,Mistral Medium 3,59.32783416735712,47.049279036811576,60.86585404216713,-26.164400626316926,-14.715301905943418,100.0,63.90712042509673,70.22140283934621,21.596353132411313,82.17938748752256,29.30179102368144,6.2186177076388,37.6694521291557,62.04906204906205,101.54128844359299,32.847376761762376,51.63274152861129,61.13133601818986,88.03738317757008,83.66606170598911,59.31271642435167,37.8343949044586,86.31921824104234,27.308226949642208,83.33333333333334,72.41802022678517,28.186064021932737,81.11636013840986,124.32414720392254,68.94099044757432,20.0339558573854,75.51640708245071,102.06946279662584,7.561436672967862,56.26570244297588,97.55581562546448,52.539904951071804,-16.60666135040995,11.024764625998987,89.10613860256507
mistral-small-3.1,Mistral Small 3.1,50.9876999266963,17.894736842105264,37.71483129814489,-43.74330921025431,-22.728739690833482,85.92639862642623,82.21532392146972,62.558005817624604,6.851681784169683,102.87542119816011,10.220330179646059,4.815047278923081,55.198315859712125,20.2020202020202,90.42665065002278,28.018782601174905,33.305584444996036,79.49059463377357,82.22429906542055,77.76769509981851,60.604777494200306,22.547770700636942,70.03257328990227,24.173963840717803,68.14285714285715,64.38859944836042,24.208655731708436,105.15420600480464,123.8968042172888,46.11513521262561,8.149405772495758,71.97979254831112,92.31769950274901,0.0,55.55889400593981,82.30919800449105,50.21032323966139,-16.940894172973707,5.041499710321735,96.57316918076359
nemotron-ultra-253b,Nemotron Ultra 253B,64.71201691478993,68.00307634713263,67.60895170789163,8.706674215704886,-2.7925656747637,95.24838012958963,36.68024791383819,65.23838241162593,35.36279457049349,67.98504325231343,42.792792792792795,7.123912389156028,27.116691931497385,73.60750360750362,96.1194098513464,24.301075268817208,52.19772578898674,57.945461341208826,87.85046728971963,89.9274047186933,48.298908471150405,68.80254777070064,96.09120521172638,18.968754401684315,83.33333333333334,78.54734906527734,40.349641191269825,70.19534247131799,93.79428010825785,61.789472781902745,37.01188455008489,68.4592892699533,81.60318493740053,37.80718336483931,54.772438539090935,87.74173152008382,51.45875103352979,17.946146218175475,23.38930408862077,89.18287644340072
o3-high,o3 (high),79.32515851342768,96.52631578947368,86.92579505300354,80.53191489361703,8.430609597924773,87.9049676025918,13.603818615751795,87.79631255487269,63.18577936724504,65.72212065813528,85.85585585585585,7.90960451977401,14.164305949008499,90.47619047619048,93.79419480115212,34.58064516129033,73.77245508982037,57.092178859067204,81.1214953271028,94.73684210526315,44.52078635585373,80.89171974522293,99.6742671009772,13.729529531058823,98.33333333333333,93.71743794054552,66.72558550596553,57.87545787545787,61.57586744909231,63.16460961447823,60.10186757215622,84.61956521739128,67.92790442046993,77.69376181474478,56.61294185583108,94.3962831731783,54.14620836110792,54.083885209713024,33.13273152791709,89.12131619506216
o3-mini-high,o3-mini (high),38.2179369685744,86.63157894736841,84.09893992932862,36.702127659574465,3.8910505836575875,41.576673866090715,9.258706036752555,42.290997121486164,15.853658536585366,32.359032653281325,59.909909909909906,6.924678221169408,16.997167138810198,78.93217893217894,89.48320224914148,20.0,40.83832335329342,36.47534349018833,98.31775700934578,87.29582577132487,44.04462772438699,78.72611464968152,97.55700325732899,29.88303091223674,83.09523809523812,84.67667790376953,31.757248965696924,62.62512910933973,75.94313822303302,58.50268804844789,1.018675721561972,39.16708700852034,58.96498111185508,40.26465028355386,55.71160089752781,57.71852431988321,53.2642080098741,23.796972332676486,0.0,62.730747865659154
o4-mini-high,o4-mini (high),74.3281902770128,93.05263157894737,91.40164899882215,62.4468085106383,7.911802853437094,80.56155507559394,23.985681108012034,60.989171788118234,53.59188880984245,77.14808043875685,86.44144144144144,3.389830508474576,33.994334277620396,81.38528138528139,97.65105631423818,32.68817204301075,60.83832335329342,59.71230474702347,100.0,95.28130671506354,47.203210686331836,86.49681528662421,98.0456026058632,16.65711482406813,91.19047619047619,87.58810910205334,64.95802032699959,62.89925574799917,75.24918284028726,63.031630272818234,10.356536502546692,87.17391304347827,73.2247906690957,75.80340264650282,58.43255087366623,91.62111916027239,55.43770757422046,28.256070640176606,28.786359077231694,92.06729901666851
olmo-2-13b,OLMo 2 13B,25.14477718198267,0.0,33.863287712689925,-39.0960740684319,7.4344027002249575,48.91754319378897,116.20272146153219,81.16205082415446,24.692263515625566,63.47430314328322,5.734251969940706,40.1633940041104,67.07608290735354,0.0,57.37927352127577,69.62123039028901,87.87880061230729,25.816644864584337,18.69158878504673,50.99818511796733,78.47200765895364,7.261146496815287,0.0,52.63762082063918,36.904761904761905,15.874961691694764,17.59867492309412,22.22230430227213,110.72602683868172,75.8649202746879,33.24891296634755,81.53384225135281,106.10665231030677,-29.241467872882183,37.152361729333904,109.02233958334892,37.038959429513405,-70.93239538332973,-0.29356655353198086,12.023593597109967
phi-4,Phi-4,34.53629390637124,13.684210526315791,38.045371231168126,-37.37168710285798,-20.046822433811304,76.5658747300216,55.8360162272721,44.13877479936268,1.8940891447098553,73.26656100322138,13.640380202016404,-1.882819847701653,34.020549825508034,44.87734487734488,87.54818772444247,9.788099217788172,16.99866018662071,58.47505046375834,70.28037383177569,71.50635208711434,51.86139913419842,33.37579617834395,69.05537459283387,27.803716270649883,78.09523809523809,66.28869138829299,12.308472498948818,94.55576322827095,115.42107071048449,47.2618299910894,3.05602716468591,49.47320631574833,80.08370833040705,-2.519470324404606,52.284839796844516,62.02523375434298,47.83173363360469,-20.94152008344396,-10.265061048821137,78.99955536948195
phi-4-mini,Phi-4-mini,64.27390212769873,19.64704615769821,35.57898802091981,-25.525537011247554,-7.581118815249607,68.47616366164064,108.57039561729421,84.78832987170468,26.430759688776355,118.26799530260439,10.428681206844955,26.210755693289144,81.30945090631657,7.79220779220779,73.61075869068763,63.56889054720135,68.5871304283967,87.37933321196026,54.9532710280374,58.257713248638844,66.15589936299315,20.0,60.260586319218234,19.30079050417716,36.42857142857142,42.99724180202267,45.56162503611277,81.51821265221689,98.41714648179696,39.90503654743893,28.444086132377837,95.74089974762387,89.3436155281046,-3.8278634268664224,48.2936720658396,102.93781310475238,43.76732365044623,-1.635171869264591,33.07873836118878,87.8164354153715
phi-4-reasoning-plus,Phi-4-reasoning-plus,50.18416374671775,68.42105263157895,73.73380447585394,-6.166632161566279,-4.778329328105611,80.45356371490281,39.71263459055526,59.87203319154298,27.161859415583574,54.95887124779299,31.53153153153153,6.16138566255081,21.597490582923015,63.924963924963926,96.46944499552639,25.508091657424334,45.1497005988024,42.4977491601075,80.37383177570094,76.40653357531761,52.06916652955124,71.97452229299363,95.11400651465797,29.416776726984462,88.82811549859291,72.41802022678517,26.309128808155474,63.146593388827185,106.70077155003398,71.10171400753671,22.036837838629022,60.82454085467911,88.81176027746245,7.561436672967862,53.13557535631418,85.27057232730314,50.59787573086061,-9.040601251166505,6.67731680218394,71.68501242518484
qwen3-0.6b,Qwen3-0.6B,74.41247227213486,5.999999999999999,0.0,31.246573445855674,5.409947798067405,4.319654427645789,89.97026222085024,62.56874507897055,34.0892580358188,147.71377721139822,0.0,30.73537459996403,108.3337560184073,4.184704184704183,0.0,64.6388373880485,38.97402595534865,135.88677160537821,0.0,35.02722323049002,31.978583542857017,0.0,64.49511400651464,-27.90116010873478,1.928571428571434,0.0,82.1088208655582,99.39827528439349,-9.157888980998313,-51.18527399809747,34.784135377137034,82.18719711332788,1.3631723098228317,29.965708126521996,32.01682001851343,46.52495379060942,24.568157199283526,108.97546645582231,77.85231829188264,113.16505165190466
qwen3-1.7b,Qwen3-1.7B,103.23183048317712,45.578947368421055,25.55948174322732,34.012889664950485,2.1998051432528944,41.68466522678187,87.16787096755573,86.34446386900943,49.099960394441034,153.8880920900134,18.01801801801802,28.998893454492958,99.15220638413861,21.789321789321793,40.21821872621161,77.33698161154946,66.91766329459826,136.5081819891593,28.037383177570092,59.16515426497278,36.837550149864875,26.624203821656057,90.22801302931596,-29.279860493005927,23.369047619047613,18.418633159669014,92.15503948599499,92.86960739044308,15.113782142348835,-20.599956282631613,38.95339438072998,105.95916991297605,32.39232854092038,44.32522541423211,39.18204843301798,84.12397643278321,32.23120289884435,106.81772440459044,94.44662085678621,133.6145016653104
qwen3-14b,Qwen3-14B,92.93655264015271,73.68421052631578,67.02002355712602,21.6099552697416,3.6922802095337985,87.47300215982722,63.204326178852206,92.67687237423293,54.08084591782271,98.61223336737243,49.549549549549546,22.749469744707483,53.676585551340935,56.27705627705628,83.48134991119004,67.3573558240648,87.61141005254689,78.81166693525026,74.76635514018692,81.29145570896955,49.974671742143705,54.394904458598724,92.83387622149837,3.874460000199643,69.16666666666667,55.60833588722035,66.4309201113756,56.55074492739545,72.69813250737673,52.76431787544825,38.602693411747936,100.77378863431494,83.16477689111161,46.89538444502323,48.12162170187619,115.27770322883946,44.78767593571791,41.40982878557221,62.296024738065654,101.39843609030974
qwen3-235b,Qwen3-235B-A22B,67.5844574657589,84.94736842105264,78.20965842167256,11.702127659574469,1.6861219195849548,98.38012958963283,-6.085082959277801,56.49180624024968,43.90243902439025,25.742492454462102,56.57657657657658,-3.5139364305579672,-13.725498204876919,66.52236652236651,88.3024613042375,25.225806451612904,55.80838323353293,19.924062486308095,84.11214953271028,86.93284936479128,25.156045158077767,74.39490445859873,98.0456026058632,15.55223880597015,85.26190476190477,84.37021146184492,31.053216866832653,22.01104316220707,74.97641644998028,75.7241173819966,0.0,55.58356746545827,76.89485708073819,78.63894139886577,37.8617322576302,86.2082125988168,37.284889355198665,1.9867549668874163,29.271598675262343,68.58722086343526
qwen3-30b-a3b,Qwen3-30B-A3B,94.10833836829498,76.84210526315789,82.3321554770318,26.64077611747198,-3.0054352606537535,93.41252699784019,27.190368912839393,76.7980303604515,48.995738134330765,79.19884977398004,52.88288288288289,7.334942284019278,26.016599276485312,58.87445887445887,81.75589951788886,47.54268348935926,66.46706586826349,67.46514774764199,69.1588785046729,88.92921960072596,30.49478553778028,68.40764331210192,94.46254071661237,-8.443616233093621,69.95238095238095,86.05577689243029,59.59877277530661,49.326549325165594,60.29897471421144,48.74485065411383,27.466425554786657,84.18885156011082,70.49110145391164,56.6773250522148,41.59284327476407,99.04624260118224,38.56363000587152,50.97146337894887,62.15822942848323,104.9587423195002
qwen3-32b,Qwen3-32B,50.28791267280307,80.42105263157895,72.52061248527679,41.329957596541384,28.7209531360383,52.69978401727862,61.929678157139506,77.30877545963975,57.1176867728183,63.73360445793173,54.95495495495496,36.967749880735944,55.832666789391006,62.626262626262644,85.7904085257549,56.8313280413405,77.93740179910938,55.475463275311235,74.76635514018692,78.22141560798548,71.08936191833604,64.5859872611465,94.46254071661237,41.78770190698057,75.26190476190476,69.35335580753907,56.04565981080191,58.87974968254032,78.7775537907214,65.43860175344875,55.78667552261428,75.37031109058535,75.87986271697936,57.76307947568691,62.84914240586682,94.01045786232957,60.495359769097874,21.633554083885212,21.687377791411215,59.365588652212196
qwen3-4b,Qwen3-4B,56.645674362038264,72.42105263157895,59.481743227326255,71.39873991313412,37.095821604522385,9.395248380129589,85.59982285475239,72.29992710220225,60.02449740045554,122.67908861474601,39.234234234234236,47.5414937236179,108.2764044718996,37.80663780663781,71.55544278102006,61.73938916301876,47.42514970059881,124.92679126291635,56.074766355140184,86.20689655172414,74.18522992685239,54.64968152866243,96.09120521172638,25.018770945412165,49.97619047619046,75.48268464603126,89.32268165034883,125.20050810233225,37.500748944635305,0.7268465734401829,68.74527716409557,79.10552357816124,29.412876672685563,77.37413751138263,75.32194354500442,61.895078126971214,68.1615810141309,106.59607446488764,41.80975848192688,103.08756136591514
qwen3-8b,Qwen3-8B,91.95364475656278,74.73684210526315,61.484098939929325,28.515875695108207,6.177324831177544,77.21382289416847,61.61845596117814,89.14474241878429,54.68461251142889,100.62536095278604,47.2972972972973,24.12573280672376,57.40990110853443,55.266955266955264,76.75716823141336,67.55501648152865,83.77800898320365,83.19257758514503,69.1588785046729,72.77676950998185,46.17757152487329,45.47770700636943,91.20521172638436,-0.7871267890033575,59.26190476190476,49.019307385841245,70.05525258331014,57.3048733841459,58.62694719546509,41.317978502189646,39.712930464554915,97.99007250993972,71.52079836181689,49.995593347411564,45.624382132268394,107.18863104585071,42.03668512609704,53.444618545192704,66.37338151944063,101.44178091353453
qwen3.5-397b,Qwen3.5-397B-A17B,103.90532500508503,93.6842105263158,94.11071849234393,61.46432035318098,14.014577759943622,88.85677862056319,22.15420936371794,87.049718652884,70.28141212754234,79.01820650407114,63.06306306306306,18.232695322934973,32.0101430511878,91.48629148629149,86.36257318982895,60.86021505376345,86.75896765814169,73.35695241383718,87.85046728971963,95.64428312159708,35.86683315059137,90.828025477707,97.71986970684038,-6.076470658999707,87.14285714285714,96.6288691388293,88.37825894829874,46.985277199083434,46.39354023169402,52.58903073769421,37.01188455008489,92.27568379271038,65.83644200499552,91.49338374291115,49.629605808787616,107.38063338516773,46.72327476750244,80.69903423265339,75.48916187939382,108.98420091607433
qwq-32b,QwQ-32B,60.531096514388885,78.42105263157895,41.10718492343934,7.996864708009966,-5.862077305673643,60.90712742980562,35.8951007719083,53.61818094039879,27.23970793387549,74.64775211189007,23.243243243243246,5.069600874955404,33.336556087716446,58.00865800865802,71.5131613113418,27.511869303314633,37.84431137724551,66.39240438149601,61.6822429906542,72.77676950998185,35.60492357216637,48.025477707006374,85.66775244299673,4.563942117427019,64.28571428571429,57.09469813055471,40.73517745858343,71.34206945890958,65.90111888960662,32.409227027998625,20.01155978463002,60.16407078297961,56.75838543032211,13.23251417769376,43.76011988389097,66.71556436393792,39.81254449755118,33.15470658813394,29.88926852838058,88.9345551827808
