model_name,AA Intelligence Index,AA Long Context Reasoning,AIME 2024,AIME 2025,ARC-AGI-1,ARC-AGI-2,Arena-Hard Auto,BigCodeBench,BrowseComp,BRUMO 2025,Chatbot Arena Elo,CMIMC 2025,Codeforces Rating,CritPt,FrontierMath,GPQA Diamond,GSM8K,HLE (Humanity's Last Exam),HMMT Feb 2025,HMMT Nov 2025,HumanEval,IFBench,IFEval,IMO 2025,LiveBench,LiveCodeBench,MATH-500,MathArena Apex 2025,MMLU,MMLU-Pro,MMMU,MMMU-Pro,MRCR v2,OSWorld,SimpleBench,SimpleQA,SMT 2025,SWE-bench Pro,SWE-bench Verified,Tau-Bench Retail,Tau-Bench Telecom,Terminal-Bench 2.0,Terminal-Bench 1.0,USAMO 2025,Video-MMU
GPT-5.3-Codex,51.89331683197734,73.83643562992494,103.09985253028094,94.0,68.14690804153248,33.91710481968469,115.44509364170376,48.1205013786546,70.94471937036141,95.397698220595,1419.1602902651746,83.78560844140293,1967.1879520867487,12.086789753519783,30.210456802667224,81.0,99.0,37.77129883382074,103.1281012589112,85.48274590551254,93.0,70.09581865049914,92.0,55.188919052351366,64.64282636775997,85.0,96.0,10.955304512961934,94.0,88.69045079612526,84.0,76.28074638686043,54.71097074986709,64.7,61.71495226599849,53.43757080057822,89.16250101933667,56.8,56.8,87.6430026539946,95.69200855733669,64.7,50.05986637121341,38.815164284218035,74.99572128360491
gpt-oss-120B,70.06211097264291,69.62590091549423,96.6,97.9,62.94744718876529,28.251783428188563,93.38726519511619,43.6087460001978,61.1154516019832,91.1442111801103,1431.4086043741393,82.24529324009005,2620.0,5.057293220764304,21.046633221016915,80.9,105.8377961278341,26.56103729866868,78.86019813402866,88.60662224956235,92.0,69.98154685114105,88.0,30.3872550199661,62.72835924708421,75.0,98.0,6.594923293076122,90.0,90.0,78.71319167958478,74.18287555496781,96.19660427960162,42.09513822528225,68.15619992946755,45.51523030502569,84.44528252592983,44.192697815217194,62.4,67.8,87.45382787753309,18.7,27.55531762061592,35.43121496427156,90.47766607675918
gpt-oss-20B,65.43707743516981,71.85214662604852,98.7,98.7,37.616339530742685,12.996838957986618,86.28638686688966,47.58879164581677,52.65642296101105,86.58057063142424,1445.6260185396084,71.08343730256979,1985.0,3.7326637904546094,11.749144200356147,71.5,97.82211539644912,20.5572974932455,66.14423491869852,82.48203457547139,85.0,51.02334000670551,85.0,24.191467985008316,55.48910618668279,70.0,97.0,0.024429568628643317,85.3,85.3,77.46134161648087,74.08885085687417,70.99827201264877,45.12882921292211,62.70318685998155,39.21741766114453,79.51896679664242,36.77668290889938,52.0,82.57974108758137,82.33892505240503,3.1,33.01876477185391,19.369128715574316,82.95034461570273
Grok 3 Beta,65.86538892051898,69.26607497165145,93.3,93.3,5.5,0.0,78.47404592927217,45.9981447914448,47.8294441627547,82.36880170890376,1402.0,66.70280569405949,1931.634957034358,2.1370104295719496,8.159207515057059,84.6,94.62755528193648,18.2,57.59692650678098,79.44471403351133,87.3,46.17977169396491,84.0,17.960724666880743,52.19512145006283,79.4,99.2,-1.879891908702394,88.0,79.9,74.35076344719195,71.41285401362974,71.88699945966525,40.3569578218274,60.98272289375628,31.0,75.38021736871124,34.23129848610442,48.5,79.10109977479752,77.45300588957237,26.69537370130423,17.5,15.415449734446673,81.86183580867348
Grok 4,73.0,68.0,94.0,90.6,66.6,15.9,95.52778840214444,44.46725492851802,62.6815902669163,95.0,1465.0,83.75,2708.0,5.130277473911881,13.0,88.0,108.64356045252964,24.0,90.0,88.33,88.0,72.17623827768861,89.2,11.9,64.39233809235847,79.4,98.0,2.08,94.0,87.0,75.0,59.2,99.68858414619297,48.0,69.9968561833947,48.0,85.85,46.5,73.5,80.16750606929602,89.56316939696005,23.1,39.0,61.9,93.01269462215267
Grok 4.1,66.27779952758712,73.75234741955708,99.2437183203091,94.0,76.73152624849956,42.0,109.93827658812546,46.16488190809357,71.14180958508419,97.5,1483.0,84.38,2650.0,8.95958241092471,38.0,91.0,110.00618311714832,44.4,97.7431808088043,93.33,95.0,79.5328244710957,91.0,45.212221156429756,60.0,82.0,98.5,5.21,93.92395009582759,85.3,83.79232199496758,81.0,89.88588160523047,52.0,69.96716415488163,55.0,84.6,48.98310722482809,79.0,84.67225650751368,96.71621243750292,45.64198235882991,37.190295189763226,44.021113395002736,87.6
InternLM3-8B-Instruct,98.82743062732857,64.03236910241122,12.0,35.452035161286084,-43.71076192047689,-42.306678650344814,6.557797822387394,44.431478377897065,2.763833036122207,60.35155812800839,1463.5273439472576,35.280144924957966,1971.6801611260812,-18.37231188009895,-37.127352030666685,37.4,91.02809943076086,-25.399886200487796,-33.38018657129378,71.73447705292155,82.3,-0.7156800317165474,79.3,-58.17695023853617,29.523472431893676,32.0,83.0,-28.65174892338933,76.6,52.0,63.94968280634223,65.67807770006209,111.72547931525324,-6.1077077262358666,63.15154522621496,0.48048772434663495,51.371802161280414,13.99155963237257,21.552730939291024,66.24455327831919,44.328777797669474,-26.594364862487524,-13.102047966375688,-32.268486365327,101.04703957313757
Kimi K2,74.21587433484567,74.00806046311196,69.6,49.5,8.08321420167853,-6.730930380098598,54.5,50.636497435732245,38.9860053614692,81.83861703200832,1517.6700002960354,60.38906493932164,1780.0,-2.062165946722232,-3.7876952470838687,75.1,96.70885240502322,4.7,38.8,80.61329285485121,85.0,32.10146105608921,89.8,2.4663549587777167,48.286045158238764,53.7,97.4,-9.885487395241915,89.5,87.1,76.90749500581909,75.1500307438446,72.51246307814213,38.0,63.011289454761865,31.0,73.84930053263899,27.67,65.8,83.94400948901516,74.31411704384628,27.8,25.70822328769803,0.43574328792431194,87.45741754095418
Kimi K2 Thinking,69.28526429061068,78.71471403009531,94.0,94.5,12.0,16.939190238234122,98.26783763947456,52.071277718727735,60.2,93.33,1573.2726441822606,91.88,2150.0,5.274746145081246,15.340966880667983,85.7,106.72690820129061,44.9,89.4,89.17,92.0,58.06807342302005,95.22159334415964,30.825289245260098,61.723777630443394,82.6,97.0,0.0,96.41481529334159,84.6,85.07050753510742,81.13636258328712,74.515127691053,52.06506655684388,68.13587714753874,35.0,91.04,41.16822153421741,71.3,90.9079816015577,91.67467582198461,35.7,38.64230020311025,23.655838701104443,89.15119566926793
Kimi K2.5,61.304193464828785,74.18894737751371,96.1,96.0,65.3,35.0,110.62052912134197,47.40589451413847,74.9,98.33,1466.4583997098355,91.25,2350.0,9.708115583192205,28.0,87.6,105.61274783717221,50.2,95.4,89.17,95.0,73.87580171908176,90.0,47.31593213347989,66.48585154511616,85.0,98.0,8.85,92.0,87.1,84.0,78.5,75.53497003848571,62.0,66.7178322879711,45.0,90.57,46.692751556073596,76.8,86.26514780438724,95.72147175329073,43.2,41.936067403480884,40.045727296302026,86.6
LFM2.5-1.2B-Thinking,95.19718333518355,59.69741927971722,16.384464065244757,31.73,-41.14151089387162,-40.10790703718398,3.763719429441067,41.18191922953735,1.6505910086624014,56.38666601214534,1377.9345041927481,33.26903844202385,1945.6450449474105,-18.072379892788792,-35.78074831896662,37.86,86.6036748687724,-25.062547275520814,-33.936190197081984,67.99092868070524,55.0,-0.24814872879939795,88.42,-57.47711478329265,27.719048587686498,22.0,87.96,-27.310632747761947,52.0,49.65,59.859892768238666,61.54544373894902,110.52356690200503,-8.363833612418805,60.287360780571696,-0.3253176840494783,47.89318012278115,13.242947452650734,19.49402131056855,61.16698991102912,40.86149485782154,-27.115677379548117,-15.074213074829215,-30.37986096213704,97.03940489778195
Llama 4 Behemoth,69.50220238365905,71.19602599466954,72.0,73.69160898135853,26.71187607893699,5.630079805862515,76.4930199718571,47.50802417628309,46.35277395553652,83.42866475180301,1452.5164335093796,66.43700187612568,1962.133515092317,0.9876775413905017,5.41782069766985,73.7,96.92779807715479,14.74795005800391,53.637062795441466,81.14220089111777,85.0,44.04157211423641,86.0,13.938377490833888,52.16704551730829,49.4,95.0,-3.757279460792258,90.2,82.2,76.1,73.26789499210375,75.09706056541738,39.130180909230354,62.70297732197434,44.0,76.09735824558234,33.78237843813824,55.0,80.99156703064295,77.71298215465853,24.373356374022823,27.714109770751733,12.43359997428789,85.07389181499974
Llama 4 Maverick,74.33842582531695,67.76886378753032,52.0,64.40127543015412,4.4,0.0,73.5,49.7,36.4225524255794,76.72236926955382,1417.0,58.83487985553829,1955.2290880477503,0.0,-3.2263232158057336,69.8,93.77260192484421,6.18055182151646,34.51423891320697,77.50972387704262,82.0,34.57225691338121,84.0,-1.4263303511177872,46.49190875839106,43.4,88.1,-8.573811861916665,88.6,80.5,73.4,69.842927787742,82.63568655563888,28.31080846178926,61.58968477938711,20.0,69.24252483632475,29.181700818824506,46.5,75.58975492824985,68.98022893493409,13.073551202657304,15.5,3.5764083122796664,86.85376537952949
Llama 4 Scout,72.34503952393395,64.15160802439216,56.45707169315245,61.53527427975379,0.5,0.0,72.0,42.769994842680504,34.364319737964564,72.98410994106713,1350.0,56.43894924637757,1938.6762939855296,-3.3947462395322976,-3.319814763115865,57.2,90.6,5.3440714782179715,31.689400615792643,74.34060624227737,76.0,33.78124434004698,81.0,-2.881252666411079,44.47662980055203,32.8,83.0,-8.187964067979332,88.5,74.3,69.4,66.38558616411908,82.87151489199259,25.24368791090543,59.38559214867402,25.08902129044479,65.8413293262461,28.076688882942644,45.451983110017025,71.16495849561146,65.3441442349427,11.240495345553283,15.237026801413997,3.885749245505744,84.20312242586242
MiniMax-M2,61.0,71.10727586066908,65.0,78.3,32.22319779373472,10.397354196020759,86.04087880200579,47.88340535028856,44.0,84.05751231659033,1408.0,67.1740089848612,1700.0,4.465263690232125,10.961655932352386,78.0,92.57306891821541,12.5,65.60863093208218,78.58523287537189,90.0,45.80050631525923,88.0,26.175662693187792,52.85352879421938,83.0,97.0,-0.6491545106565813,87.0,82.0,75.0,72.47509035876992,57.439640091906256,48.01553534441882,58.93803123549181,40.0,77.17710513895908,32.0,69.4,82.6977736841789,80.43743409356928,30.0,42.0,16.07946350044977,76.81229712350321
Mistral Large 3,63.905487273695016,70.62645788647691,53.3,85.0,14.193789655569311,-1.4172509075738198,72.7053366514859,48.46353832991979,41.77664749944972,79.25568430056425,1418.0,59.344773017731576,1550.0,0.8810502303302432,1.5210559135517019,43.9,89.8481940513567,12.339865746765257,47.956890242301775,75.69565345060714,92.0,33.70565795030301,86.0,12.539636012315032,47.38807414647094,66.0,93.6,-6.468645351470576,85.5,73.11,73.49281091729114,71.3565123146044,57.59319530426806,41.24099625815192,57.827746314568365,30.0,71.9900738039652,29.33863737642932,68.0,81.40998039962173,73.74972315235416,23.70214183431455,31.361443776779296,4.627934551964452,77.8618778792193
Mistral Medium 3,69.97187667112125,69.9879322307691,70.33207790528913,71.45445040588936,24.014085712784546,3.9034809698523034,97.1,46.71905314035113,44.16667466779729,81.55855947871665,1435.0433260335947,64.57971176656994,1952.3012257204705,0.20251538220162277,3.789574414736729,68.0,95.67889087728447,13.035285531460833,49.65568357033817,79.89914936278589,92.1,42.05973865198542,86.0,10.91617449301257,50.75145193127837,42.0,91.0,-4.601781012299397,87.0,72.0,74.58461219508476,72.06665135900762,76.24129074820385,36.717609888839746,62.077356903357355,25.0,74.25572250308942,32.71175102168372,32.0,79.31192225400734,75.49730421992324,22.03296729790615,25.571147741454727,10.775629996636445,84.86391998097871
Mistral Small 3.1,94.1631642843368,66.22512641315312,22.0,42.98539682799203,-31.226857637880016,-33.9019790269723,20.01448025661228,45.65006569850535,11.028738979834866,65.40903302759499,1478.7691839306776,41.43904432681708,1975.8972759354929,-14.86464533078245,-29.55058925605956,39.0,93.0176445499554,-18.064682330153726,-17.222092694351897,74.23066611960473,88.99,7.4570819000745105,82.75,-45.0252814819699,34.067769307765694,30.0,81.0,-24.32879833167561,80.62,66.76,66.99303653420392,67.9111109892652,105.24855609079337,2.678813259053194,63.65352553368481,18.0,56.63517747092153,17.797252020054184,28.0,69.98234525283523,51.185282668762824,-17.095698110322903,-5.190250915054756,-24.396168948655564,98.92216270705944
Nemotron Ultra 253B,63.86734297593792,73.05265602633766,79.38725726399616,72.5,28.246593523190974,7.326773047282381,92.7,49.342831864235286,49.76626958195328,85.28186091894293,1457.5687370186376,67.20044572938654,1750.0,3.296192071941097,8.349342136215043,76.01,95.1962562933347,15.0,61.80352709490633,80.52474263285949,92.0,44.09070676797871,89.45,22.126652208739902,53.02003301039441,66.31,97.0,-2.430480090249009,87.0,76.0,77.36337350295801,74.40816910560747,61.51879553977911,46.63028131296249,60.88656608024488,35.0,78.05376272696157,34.147115122152066,48.0,84.54712461093389,80.83902939553751,30.62214486873798,35.387478258687224,13.407874316992263,80.38185261492202
o3 (high),75.91844108231605,69.0,96.7,88.9,75.7,6.5,85.9,45.57135167637863,49.7,95.83,1499.9578682362815,79.38,2706.0,1.4,10.0,87.7,109.71973340116952,19.78,77.5,91.45426298141167,88.4,69.3,92.1,16.67,63.01279137953608,75.8,99.2,4.08519530345586,93.3,85.9,80.1,75.0,102.77922223181072,39.81262992494795,71.05402433577679,48.6,87.74,43.88254999136351,69.1,80.99471906377164,87.96432775649848,31.019252173838723,30.2,21.9,95.81009735779422
o3-mini (high),69.73994929508149,65.82882945421393,87.3,86.5,34.5,3.0,43.0,42.965863181110386,44.42992691695239,79.21870022793003,1364.0,65.45045249818581,2130.0,0.15554390010797933,11.0,79.7,94.67066289702683,13.0,50.0,78.68727087733618,97.6,46.70795204855097,88.0,10.822204811678391,50.85941826341274,74.1,97.9,-2.4451281565078924,86.9,80.0,71.51413786753284,68.76156726609467,84.44192007580598,32.51420094510362,61.65635513176683,13.8,72.33127677010307,33.75839841387565,49.3,73.77422808400993,73.33558442749047,20.803692219433827,20.981098130103828,2.08,84.78201382344663
o4-mini (high),80.02565578256105,73.11366297818539,93.4,92.7,58.7,6.1,79.1,46.39169441952665,55.452462189117064,86.67,1530.852737864229,84.38,2719.0,0.6,17.0,81.4,110.73893625733547,18.9,66.7,91.88934416412098,98.5,63.3902216185322,92.4,14.29,61.50491029387033,80.2,98.2,1.2587491457383586,90.3,81.9,79.7,77.60525066373093,106.84108035954159,36.24218656647727,72.12491444125259,19.3,88.68,42.28054304477181,68.1,81.33292167393613,85.99564502315894,26.32262676443946,18.5,19.3,98.78148372020584
OLMo 2 13B,94.20609051908433,49.84668618081064,5.0,23.27663087828707,-45.433576271941554,-42.447651132317446,-13.169894568857336,33.89138779035888,-7.150484870485413,45.31249650103673,1214.998679469021,25.370936396782355,1985.5046093156234,-20.805036332152596,-39.59487103885451,25.0,78.22510933733057,-30.821410181611334,-48.909592105749695,60.01561006599537,55.0,-4.799683112838502,68.0,-68.27655207779853,21.205759910579253,18.0,38.0,-28.333092497505493,67.5,35.1,50.080330229949766,52.32367229858702,118.3130200764819,-21.225413458028168,55.668517625452516,-7.085611619557644,37.49801111384957,9.27794209363183,10.166067838870754,48.2865378584652,28.95457234152845,-36.8646339909582,-26.934499341080215,-32.616015877485296,93.32610144818078
Phi-4,79.85010751245214,65.77413541107207,18.0,56.91065112849038,-0.2544926098679184,-12.54788184415952,75.4,45.5,27.93557813294782,71.83447768072244,1409.7781427172292,52.782806739149656,1973.5823718002985,-6.840986494872048,-11.191666028249163,56.1,92.33225132679594,-1.5310238711586464,17.639388649792053,75.39791024184582,82.6,26.3633751434793,79.3,-15.408303458807746,42.026303120034335,38.5,80.4,-13.134698500228088,84.8,68.0,68.7893281726384,67.8591495456995,90.50966881131393,19.00983306322035,61.508990924228485,15.0,64.09717608649957,25.409699481517777,41.06938875907318,71.9529239044148,62.13047297839844,3.031590596604704,9.501807146535814,-4.5434002300420415,89.77102261990451
Phi-4-mini,93.5645739423192,59.66244974013143,19.139970643638765,35.30637745214096,-36.383840843555454,-36.906377094255305,7.439483772070421,40.95398951970229,4.133168680439354,57.448956187569834,1370.3861325099963,35.13445374057573,1965.8625583062249,-16.996610200784623,-33.136546820727055,30.4,88.6,-22.73683089287763,-29.003256006251117,68.41556466936177,74.4,2.7896647125280234,72.0,-53.4563822154132,29.017671992081645,28.0,75.0,-25.681247915822752,67.3,52.8,60.22041546592248,61.63079381897791,109.43003050570731,-6.292532294122318,60.242410803469014,1.5973077358182661,49.09081462927167,14.479470443946143,21.380776605070892,61.405173530583866,42.51655367533546,-24.397923322982983,-13.297969856084002,-27.340980908998834,96.17561964041829
Phi-4-reasoning-plus,61.96824011552763,71.60502662445803,70.0,77.7,16.36809975919114,0.1888738695850544,79.0,49.24066393627348,43.9259004561037,80.65555015411401,1425.3700437492266,60.56123046659167,1500.0,1.9704627210455692,3.340197381288046,69.3,89.91999345746363,14.356462714638537,53.6,76.08850891068629,88.0,34.94753951564008,82.0,16.528165622827643,48.37054358157183,68.8,96.4,-5.5403388125209085,85.1406442096864,72.0,74.47540465549814,72.15686542795697,53.32617873358276,44.52136121653839,57.58351966493352,32.66247958791205,73.42563994885968,30.042643845109133,32.0,83.07355132362349,75.7151990051654,26.709449498684407,34.53816477489861,5.988992956151909,76.56054350298064
Qwen3-0.6B,73.23523800317771,55.33029407672346,10.7,15.1,-64.39939753303616,-51.53892311287424,8.5,41.39404902426024,-6.404451712728243,44.47282672125646,1209.742293462082,16.059259488403907,800.0,-15.723259916520734,-40.01485881860935,27.9,59.59,-26.394833899841185,-39.17760387954019,51.111229961038994,45.0,-22.51079458083066,59.2,-51.812632733437354,15.942479412359239,12.3,77.6,-30.49186388951488,52.81,24.74,51.080180207910416,53.74592643747449,57.2776856678627,1.0362231698535702,44.50111553788239,-5.986254574649451,36.77608165480175,2.9292122701789998,11.126586094653021,59.79333984021798,31.212859247827918,-23.113645556814717,-1.7883802813235057,-44.54068291228658,71.99695700389887
Qwen3-1.7B,67.94589373143042,61.92357581397636,48.3,36.8,-23.215619570942295,-25.18931783947244,43.1,44.02387003831286,17.910106345382978,61.240456406622584,1294.2881717166442,37.83865874698502,1200.0,-7.262580294533773,-18.440247667257925,40.1,75.44,-6.605520115301916,5.005340618627032,62.883196141463934,60.0,6.676215753578412,72.5,-19.0778098556588,31.646917092902513,33.2,93.4,-17.831725521814693,61.815,36.76,61.459900593840985,61.65305490148496,58.323714703163965,20.56121006169331,50.79185008419887,12.66882879662182,53.88664823900088,16.353304291968197,31.70282518886266,69.307029535959,52.00923787518359,0.4011664758598941,14.148866092324019,-18.7022792500138,74.3804405372921
Qwen3-14B,64.61078504862918,67.96484107270591,75.0,72.0,30.907060862907645,8.99620686601456,85.5,45.11341842275021,47.070392979546604,80.89819722315058,1379.1774404526252,65.58673303933467,1900.0,2.140919406955778,8.147806463096183,64.0,92.49,16.692555175597953,56.76245310221929,78.01543605839593,85.0,45.5275845512003,82.6085610817403,17.79670071941329,51.308168126878094,55.0,95.0,-1.7538816867601,81.05,61.03,72.98738741475114,70.08846183809321,70.65115895618517,39.660091762929376,59.877151552391325,34.95462436660277,74.04611562311881,33.67721547084855,56.07328483757364,77.61634279067536,76.09687316998242,26.30770844937271,28.415880946563597,15.319471725402112,80.3516892837521
Qwen3-235B-A22B,68.02466830667073,67.0,85.7,81.5,11.0,1.3,95.6,45.50996269877131,48.261653514629366,82.98900076254581,1410.0,68.12039615904058,2056.0,1.7777441865462558,8.508767064140486,71.1,94.39,15.43,62.5,80.7455230730406,90.0,48.39961959247631,87.8,16.908965906551618,53.097371873006374,70.7,98.2,5.21,87.81,79.8,74.68443663428447,71.66344366929503,77.90996686967485,38.67965410017371,62.35226551763936,13.2,75.96617821980938,35.135021543075666,69.6,78.4567708005438,77.81507522111637,25.813840608812715,6.6,16.92781120924422,84.21676750401897
Qwen3-30B-A3B,61.48901749900662,69.18305913679468,78.0,85.0,43.24897271446462,17.120287401536505,91.0,45.44563708508657,54.185758272014894,85.05045798990831,1385.5525336902733,71.3920946944087,1974.0,4.935051998592657,14.941021964398434,65.8,91.81,22.890488717540485,71.4,80.43175704091664,82.0,53.82763888821041,88.9,28.39525771885751,55.46574145450002,66.0,96.0,2.2885789340205602,81.38,80.9,75.24796452313737,71.60806438251542,68.59922962596428,45.81803836565035,60.756481903443266,40.44265420720421,78.41357748066542,37.34318379894688,61.8587508178467,79.75864027793746,81.68153544675758,33.76059667772372,33.65352303737837,23.123084417206183,79.44906565294075
Qwen3-32B,73.31021664962954,69.36477308469641,81.4,76.67,20.108663839873167,1.0140596438271674,53.3,46.221181109998405,41.163967613453195,80.1749398420111,1439.577692747326,63.031190015407795,2020.0,-1.4280360493850879,0.8237294104666181,68.4,93.4,10.00591194513723,43.134450399120816,79.89851834210681,85.0,37.3,83.0,4.996727361500898,49.556222183351,63.0,96.0,-6.2531419331609905,83.61,70.0,73.86570217854388,71.6320730989638,82.21602976364483,32.44931243919339,62.846809018943475,30.28364739605181,72.73206435837356,31.730786240848396,52.10443470876686,77.86045678838131,73.20998581233478,17.772908378214357,15.5,8.279741683343895,87.31664043433703
Qwen3-4B,69.64668264316755,67.05994486434952,73.8,65.6,5.493225115077628,-7.57468368015034,13.2,45.8037359186972,33.92478618405891,73.86047073890677,1385.6863031303703,54.31545444928983,1671.0,-2.8031078505163487,-5.027136767649547,51.2,87.79,5.252992250986806,55.5,73.56790682336235,75.0,28.321085059984984,87.4,-1.0836898608140255,43.42884735137003,55.2,97.0,-9.865730453853743,72.99,74.0,69.70023932519781,68.24531606832316,69.93369172284156,30.292307592411532,57.96005688596534,24.845545552071236,66.50309386714652,26.406683047635887,45.66865697984908,75.6090311480702,66.48762776166073,13.42896582553917,20.95483841548739,-0.8025487635674287,81.24733468096257
Qwen3-8B,66.49095008572894,66.74407468588902,76.0,67.3,22.71087264483283,3.6363457294360075,76.0,44.588422378754515,42.0939718787409,77.71271315856576,1367.4725884701165,61.45604758651453,1850.0,0.23831735003756532,3.606250649036977,63.3,89.84,12.460750824121448,47.40459848681477,76.05895538596415,82.0,35.0,80.0,10.549125933308927,48.31525259156432,48.0,94.0,-4.405457888576771,76.89,56.73,71.08384001955923,68.68829895868724,72.10381474379584,35.18963817985401,59.05558644539158,31.11960373741967,70.7545149913788,31.114660682958466,51.927114985142666,75.68350880737205,71.96433781124341,21.118946139754694,24.59382650563585,10.159645742091723,80.6786550636758
Qwen3.5-397B-A17B,59.42554133350685,73.29788203771692,94.0,95.0,64.84472241586451,30.825655267864462,107.54995089729707,47.27521352927278,67.23775423204049,94.55534153506224,1443.5898244806192,83.32544480530646,2200.0,9.329288148937033,26.17204387248814,88.4,102.41636161071607,32.0,93.7244241907111,87.32434827278173,92.0,76.5,92.6,45.49530858495665,64.11254973195611,83.6,98.0,8.810672356781234,88.6,87.8,85.0,76.42310947587157,69.86512582581874,56.321960342741036,64.62805040190301,35.0,88.02431804660385,44.62814483936888,76.4,85.4837317822532,93.21834862206819,46.18539936241739,42.187294705567794,36.629709892461,81.51348279992798
QwQ-32B,60.1695563618014,67.7622644611882,79.5,50.0,6.001025976897153,-5.966761198932685,60.9,44.6,36.992509802084044,74.01375580483072,1355.178558124452,53.23579394236143,1316.0,0.20686199253434384,-1.5673186496467408,65.2,83.49113739910213,9.617980421486084,47.5,70.43226710469673,78.0,26.609694946519436,80.0,9.271624413956962,42.97025502981333,50.0,90.6,-8.21746262377483,79.0,62.0,69.53388097866338,67.86062528034269,49.026636952081624,39.38349381822383,53.726167362676705,27.39886648592959,66.97235980763935,25.76826146769824,35.0,78.38402199929658,68.46909233098005,21.03049126779993,30.654817853331842,-0.36207617711558754,72.52671661207711
Seed-Thinking-v1.5,65.72710521923324,72.16348360578506,86.7,74.0,35.54456279566943,11.654398679024583,85.43938502598928,47.95627770388778,51.893781231001526,86.38545323187765,1451.8159883216078,70.36743439641954,1956.274686297503,3.4615463482107085,10.801030114244062,77.3,97.6558725926277,22.0,64.71851392928684,82.33027648178943,90.0,49.64175757394848,87.4,23.14683906324865,55.03257617463961,64.9,95.0,-0.6198901953396427,87.0,87.0,77.54168757619183,74.271040110414,70.21087171165235,44.978218031743395,62.624267275647526,35.0,79.25963393034989,36.272771708496464,52.0,82.95180764931725,81.98561502586604,30.898662814078964,33.01077306654837,18.03862069682663,82.99400204354426
